
---------- Begin Simulation Statistics ----------
simSeconds                                   0.010608                       # Number of seconds simulated (Second)
simTicks                                  10607984064                       # Number of ticks simulated (Tick)
finalTick                                 10607984064                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    563.20                       # Real time elapsed on the host (Second)
hostTickRate                                 18835316                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    4402688                       # Number of bytes of host memory used (Byte)
simInsts                                     50000001                       # Number of instructions simulated (Count)
simOps                                       80745395                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    88779                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     143370                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           333                       # Clock period in ticks (Tick)
system.cpu.numCycles                         31855809                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.637116                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.569572                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        87305748                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       42                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       85024421                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 171504                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined              6560357                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          14538941                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  30                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            31658150                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.685704                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.115291                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.corrected_0::DirectCond       139073     98.12%     99.05% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectUncond          591      0.42%     99.47% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectCond            0      0.00%     99.47% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectUncond          755      0.53%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::total       141744                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.committed_0::NoBranch          209      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::Return       272043      6.18%      6.18% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallDirect       271816      6.17%     12.35% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallIndirect          231      0.01%     12.36% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectCond      3635582     82.56%     94.92% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectUncond       112422      2.55%     97.47% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectCond            0      0.00%     97.47% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectUncond       111364      2.53%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::total      4403667                       # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch          209      0.15%      0.15% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return            0      0.00%      0.15% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect          505      0.36%      0.51% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect          158      0.11%      0.62% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond       138190     98.62%     99.24% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond          350      0.25%     99.49% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond            0      0.00%     99.49% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond          716      0.51%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total       140128                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget      2090744     37.40%     37.40% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB      3069604     54.91%     92.31% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS       318395      5.70%     98.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect       111755      2.00%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total      5590498                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch        22232     15.81%     15.81% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return       118277     84.11%     99.92% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect            3      0.00%     99.92% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect          111      0.08%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total       140623                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted           4735159                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken      2652377                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect            141744                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss           1421                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.NotTakenMispredicted        23359                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu.branchPred.TakenMispredicted        118385                       # Number branches predicted taken but are actually not taken (Count)
system.cpu.branchPred.BTBLookups              5590498                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates                22011                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits                 4702723                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.841199                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted            2575                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups          116528                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits             111755                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses             4773                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch         4051      0.07%      0.07% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return       318395      5.70%      5.77% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect       303975      5.44%     11.21% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect          352      0.01%     11.21% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond      4731108     84.63%     95.84% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond       116441      2.08%     97.92% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     97.92% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond       116176      2.08%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total      5590498                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch          202      0.02%      0.02% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return       318296     35.85%     35.88% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect          981      0.11%     35.99% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect          352      0.04%     36.03% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond       450480     50.74%     86.77% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond         1288      0.15%     86.91% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     86.91% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond       116176     13.09%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total        887775                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect          732      3.33%      3.33% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%      3.33% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond        20688     93.99%     97.31% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond          591      2.69%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total        22011                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect          732      3.33%      3.33% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%      3.33% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectCond        20688     93.99%     97.31% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectUncond          591      2.69%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::total        22011                       # Number of BTB mispredictions. No target found or target wrong. (Count)
